event_start,event_end,event_type,headline,category
2017-11-29,2017-11-29,crisis,news today,General / Breaking News
2017-11-29,2017-11-29,geopolitics,golden globe award,"War, Geopolitics & Terrorism"
2017-11-29,2017-11-30,crisis,nbc news,General / Breaking News
2017-11-29,2017-11-30,macro,bitcoin,Crypto & Digital Assets
2017-12-04,2017-12-04,macro,bitcoin,Crypto & Digital Assets
2017-12-04,2017-12-04,crisis,abc news,General / Breaking News
2017-12-04,2017-12-26,macro,ethereum,Crypto & Digital Assets
2017-12-04,2017-12-05,crisis,michael t. flynn,General / Breaking News
2017-12-05,2017-12-05,crisis,eminem,General / Breaking News
2017-12-06,2017-12-06,geopolitics,trump news,Politics & Government
2017-12-06,2017-12-29,macro,bitcoin,Crypto & Digital Assets
2017-12-06,2017-12-08,geopolitics,trump impeachment,Politics & Government
2017-12-07,2017-12-29,macro,litecoin,Crypto & Digital Assets
2017-12-08,2017-12-11,crisis,eminem,General / Breaking News
2017-12-08,2017-12-08,crisis,abc news,General / Breaking News
2017-12-11,2017-12-11,crisis,meryl streep,General / Breaking News
2017-12-11,2017-12-11,crisis,cnn news,General / Breaking News
2017-12-11,2017-12-13,geopolitics,golden globe award,"War, Geopolitics & Terrorism"
2017-12-12,2017-12-13,crisis,sessions,General / Breaking News
2017-12-13,2017-12-13,geopolitics,trump news,Politics & Government
2017-12-13,2017-12-13,crisis,toshiba,General / Breaking News
2017-12-13,2017-12-13,crisis,hurricane irma,Natural Disasters & Climate
2017-12-14,2017-12-14,crisis,amazon,General / Breaking News
2017-12-14,2017-12-21,crisis,eminem,General / Breaking News
2017-12-15,2017-12-15,geopolitics,golden globe award,"War, Geopolitics & Terrorism"
2017-12-15,2017-12-18,crisis,chris cornell,General / Breaking News
2017-12-15,2017-12-15,crisis,meryl streep,General / Breaking News
2017-12-18,2017-12-19,crisis,dragon ball super,General / Breaking News
2017-12-18,2017-12-18,crisis,united airlines,Technology & AI
2017-12-19,2017-12-22,crisis,meryl streep,General / Breaking News
2017-12-21,2017-12-21,crisis,toshiba,General / Breaking News
2017-12-21,2017-12-22,crisis,chris cornell,General / Breaking News
2017-12-21,2017-12-21,geopolitics,golden globe award,"War, Geopolitics & Terrorism"
2017-12-26,2017-12-26,geopolitics,melania trump,Politics & Government
2017-12-27,2017-12-27,crisis,craigslist,Technology & AI
2017-12-27,2017-12-29,crisis,chris cornell,General / Breaking News
2017-12-27,2017-12-27,crisis,eminem,General / Breaking News
2017-12-28,2017-12-29,macro,ethereum,Crypto & Digital Assets
2017-12-28,2017-12-29,crisis,weather,Natural Disasters & Climate
2017-12-29,2017-12-29,crisis,mariah carey,General / Breaking News
2018-01-02,2018-01-02,geopolitics,government shutdown,Politics & Government
2018-01-02,2018-01-08,crisis,mega millions,General / Breaking News
2018-01-03,2018-01-05,macro,ripple,Crypto & Digital Assets
2018-01-04,2018-01-04,crisis,weather radar,Natural Disasters & Climate
2018-01-04,2018-01-05,macro,dow jones,Economy & Finance
2018-01-04,2018-01-04,crisis,manafort,General / Breaking News
2018-01-10,2018-01-10,geopolitics,government shutdown,Politics & Government
2018-01-10,2018-01-10,crisis,tsunami,Natural Disasters & Climate
2018-01-11,2018-01-12,crisis,weather radar,Natural Disasters & Climate
2018-01-11,2018-01-11,crisis,news today,General / Breaking News
2018-01-12,2018-01-26,geopolitics,government shutdown,Politics & Government
2018-01-12,2018-01-12,crisis,le'veon bell,General / Breaking News
2018-01-12,2018-01-12,crisis,mega millions,General / Breaking News
2018-01-17,2018-01-17,crisis,news today,General / Breaking News
2018-01-17,2018-01-17,macro,cryptocurrency,Crypto & Digital Assets
2018-01-17,2018-01-17,macro,ripple,Crypto & Digital Assets
2018-01-18,2018-01-18,crisis,weather radar,Natural Disasters & Climate
2018-01-22,2018-01-23,crisis,weather radar,Natural Disasters & Climate
2018-01-23,2018-01-23,crisis,tsunami,Natural Disasters & Climate
2018-01-24,2018-01-24,macro,ripple,Crypto & Digital Assets
2018-01-24,2018-01-24,crisis,kawhi leonard,General / Breaking News
2018-01-25,2018-01-25,crisis,tsunami,Natural Disasters & Climate
2018-01-30,2018-01-30,crisis,black panther,General / Breaking News
2018-01-30,2018-01-31,macro,stock market,Economy & Finance
2018-01-30,2018-01-31,geopolitics,government shutdown,Politics & Government
2018-01-31,2018-01-31,macro,cryptocurrency,Crypto & Digital Assets
2018-02-02,2018-02-02,macro,cryptocurrency,Crypto & Digital Assets
2018-02-05,2018-02-09,macro,dow jones,Economy & Finance
2018-02-05,2018-02-09,macro,stock market,Economy & Finance
2018-02-06,2018-02-06,crisis,tsunami,Natural Disasters & Climate
2018-02-06,2018-02-12,geopolitics,government shutdown,Politics & Government
2018-02-09,2018-02-09,crisis,markelle fultz,General / Breaking News
2018-02-12,2018-02-13,crisis,kingdom hearts 3,General / Breaking News
2018-02-15,2018-03-02,crisis,shooting,General / Breaking News
2018-02-16,2018-02-23,crisis,black panther,General / Breaking News
2018-02-22,2018-02-22,crisis,markelle fultz,General / Breaking News
2018-02-23,2018-02-23,crisis,manafort,General / Breaking News
2018-02-27,2018-02-27,crisis,black panther,General / Breaking News
2018-02-28,2018-02-28,crisis,khloe kardashian,General / Breaking News
2018-03-01,2018-03-01,crisis,weather radar,Natural Disasters & Climate
2018-03-02,2018-03-02,macro,dow jones,Economy & Finance
2018-03-05,2018-03-05,crisis,black panther,General / Breaking News
2018-03-05,2018-03-09,crisis,nafta,General / Breaking News
2018-03-05,2018-03-06,crisis,weather radar,Natural Disasters & Climate
2018-03-05,2018-03-05,crisis,khloe kardashian,General / Breaking News
2018-03-06,2018-03-06,crisis,cleveland browns,General / Breaking News
2018-03-07,2018-03-07,crisis,le'veon bell,General / Breaking News
2018-03-07,2018-03-07,macro,ripple,Crypto & Digital Assets
2018-03-08,2018-03-08,crisis,weather radar,Natural Disasters & Climate
2018-03-09,2018-03-09,crisis,news today,General / Breaking News
2018-03-14,2018-03-14,crisis,shooting,General / Breaking News
2018-03-15,2018-03-15,macro,ripple,Crypto & Digital Assets
2018-03-15,2018-03-15,crisis,fortnite,General / Breaking News
2018-03-16,2018-03-16,geopolitics,avengers infinity war,"War, Geopolitics & Terrorism"
2018-03-16,2018-03-16,crisis,black panther,General / Breaking News
2018-03-19,2018-03-19,macro,cryptocurrency,Crypto & Digital Assets
2018-03-19,2018-03-19,crisis,demi lovato,General / Breaking News
2018-03-20,2018-03-20,crisis,weather radar,Natural Disasters & Climate
2018-03-21,2018-03-23,geopolitics,government shutdown,Politics & Government
2018-03-23,2018-03-23,crisis,shooting,General / Breaking News
2018-03-23,2018-03-23,macro,cryptocurrency,Crypto & Digital Assets
2018-03-23,2018-03-23,macro,dow jones,Economy & Finance
2018-03-26,2018-03-26,crisis,michael cohen,General / Breaking News
2018-03-26,2018-03-26,crisis,cohen,General / Breaking News
2018-03-27,2018-03-29,crisis,markelle fultz,General / Breaking News
2018-03-27,2018-03-27,crisis,xxxtentacion,General / Breaking News
2018-03-27,2018-03-27,crisis,dez bryant,General / Breaking News
2018-03-28,2018-04-02,crisis,mega millions,General / Breaking News
2018-04-02,2018-04-03,crisis,nafta,General / Breaking News
2018-04-02,2018-04-02,macro,dow jones,Economy & Finance
2018-04-06,2018-04-06,macro,dow jones,Economy & Finance
2018-04-10,2018-04-17,crisis,cohen,General / Breaking News
2018-04-10,2018-04-11,crisis,mueller,General / Breaking News
2018-04-10,2018-04-17,crisis,michael cohen,General / Breaking News
2018-04-10,2018-04-10,crisis,kate middleton,General / Breaking News
2018-04-10,2018-04-11,crisis,robert mueller,General / Breaking News
2018-04-11,2018-04-17,crisis,khloe kardashian,General / Breaking News
2018-04-12,2018-04-13,crisis,markelle fultz,General / Breaking News
2018-04-12,2018-04-17,crisis,dez bryant,General / Breaking News
2018-04-12,2018-04-13,crisis,red sox,General / Breaking News
2018-04-13,2018-04-13,crisis,nafta,General / Breaking News
2018-04-13,2018-04-13,crisis,mega millions,General / Breaking News
2018-04-13,2018-04-13,crisis,mueller,General / Breaking News
2018-04-13,2018-04-13,crisis,mueller investigation,General / Breaking News
2018-04-16,2018-04-16,crisis,kingdom hearts 3,General / Breaking News
2018-04-16,2018-04-16,crisis,nicki minaj,General / Breaking News
2018-04-19,2018-04-19,crisis,khloe kardashian,General / Breaking News
2018-04-23,2018-04-24,crisis,kate middleton,General / Breaking News
2018-04-23,2018-05-08,geopolitics,avengers infinity war,"War, Geopolitics & Terrorism"
2018-04-25,2018-04-25,crisis,khloe kardashian,General / Breaking News
2018-04-25,2018-04-25,crisis,markelle fultz,General / Breaking News
2018-04-26,2018-04-26,crisis,michael cohen,General / Breaking News
2018-04-26,2018-04-27,crisis,weather radar,Natural Disasters & Climate
2018-04-26,2018-04-26,crisis,cohen,General / Breaking News
2018-04-26,2018-04-27,crisis,kate middleton,General / Breaking News
2018-04-27,2018-04-27,crisis,cleveland browns,General / Breaking News
2018-04-27,2018-04-27,crisis,news today,General / Breaking News
2018-04-27,2018-04-27,crisis,dez bryant,General / Breaking News
2018-05-01,2018-05-01,crisis,markelle fultz,General / Breaking News
2018-05-01,2018-05-01,crisis,kate spade,General / Breaking News
2018-05-01,2018-05-01,crisis,manafort,General / Breaking News
2018-05-02,2018-05-02,crisis,red dead redemption 2,General / Breaking News
2018-05-03,2018-05-03,crisis,news today,General / Breaking News
2018-05-03,2018-05-03,crisis,markelle fultz,General / Breaking News
2018-05-03,2018-05-03,crisis,dez bryant,General / Breaking News
2018-05-03,2018-05-04,crisis,michael cohen,General / Breaking News
2018-05-03,2018-05-04,crisis,cohen,General / Breaking News
2018-05-04,2018-05-07,crisis,hawaii,Technology & AI
2018-05-07,2018-05-07,crisis,fortnite,General / Breaking News
2018-05-07,2018-05-07,crisis,kate middleton,General / Breaking News
2018-05-08,2018-05-08,crisis,kingdom hearts 3,General / Breaking News
2018-05-08,2018-05-08,crisis,khloe kardashian,General / Breaking News
2018-05-09,2018-05-09,crisis,news today,General / Breaking News
2018-05-09,2018-05-09,crisis,michael cohen,General / Breaking News
2018-05-10,2018-05-10,crisis,demi lovato,General / Breaking News
2018-05-10,2018-05-10,crisis,hawaii,Technology & AI
2018-05-10,2018-05-10,crisis,khloe kardashian,General / Breaking News
2018-05-11,2018-05-11,crisis,michael cohen,General / Breaking News
2018-05-14,2018-05-16,geopolitics,avengers infinity war,"War, Geopolitics & Terrorism"
2018-05-14,2018-05-14,crisis,khloe kardashian,General / Breaking News
2018-05-15,2018-05-16,crisis,weather radar,Natural Disasters & Climate
2018-05-15,2018-05-16,crisis,dez bryant,General / Breaking News
2018-05-16,2018-05-16,crisis,kate middleton,General / Breaking News
2018-05-16,2018-05-16,crisis,manafort,General / Breaking News
2018-05-17,2018-05-22,crisis,hawaii,Technology & AI
2018-05-17,2018-05-17,macro,ripple,Crypto & Digital Assets
2018-05-18,2018-05-21,crisis,kate middleton,General / Breaking News
2018-05-18,2018-05-18,crisis,kingdom hearts 3,General / Breaking News
2018-05-18,2018-05-21,crisis,shooting,General / Breaking News
2018-05-21,2018-05-21,geopolitics,avengers infinity war,"War, Geopolitics & Terrorism"
2018-05-21,2018-05-21,crisis,demi lovato,General / Breaking News
2018-05-23,2018-05-23,crisis,dez bryant,General / Breaking News
2018-05-24,2018-05-24,macro,ripple,Crypto & Digital Assets
2018-05-25,2018-05-25,crisis,anthony bourdain,Technology & AI
2018-05-25,2018-05-25,crisis,nicki minaj,General / Breaking News
2018-05-30,2018-05-31,crisis,markelle fultz,General / Breaking News
2018-05-31,2018-06-01,crisis,nafta,General / Breaking News
2018-05-31,2018-05-31,crisis,dez bryant,General / Breaking News
2018-06-01,2018-06-01,crisis,nicki minaj,General / Breaking News
2018-06-01,2018-06-01,crisis,khloe kardashian,General / Breaking News
2018-06-01,2018-06-01,crisis,xxxtentacion,General / Breaking News
2018-06-01,2018-06-01,macro,dow jones,Economy & Finance
2018-06-01,2018-06-01,crisis,local news,General / Breaking News
2018-06-04,2018-06-04,geopolitics,avengers infinity war,"War, Geopolitics & Terrorism"
2018-06-05,2018-06-05,crisis,manafort,General / Breaking News
2018-06-05,2018-06-22,crisis,kate spade,General / Breaking News
2018-06-05,2018-06-05,crisis,demi lovato,General / Breaking News
2018-06-05,2018-06-05,crisis,cleveland browns,General / Breaking News
2018-06-07,2018-06-07,crisis,red sox,General / Breaking News
2018-06-07,2018-06-07,crisis,markelle fultz,General / Breaking News
2018-06-08,2018-06-08,crisis,nafta,General / Breaking News
2018-06-08,2018-06-25,crisis,anthony bourdain,Technology & AI
2018-06-11,2018-06-15,crisis,kingdom hearts 3,General / Breaking News
2018-06-12,2018-06-12,crisis,weather radar,Natural Disasters & Climate
2018-06-12,2018-06-12,crisis,kate middleton,General / Breaking News
2018-06-13,2018-06-13,crisis,fortnite,General / Breaking News
2018-06-15,2018-06-15,crisis,manafort,General / Breaking News
2018-06-15,2018-06-15,crisis,kawhi leonard,General / Breaking News
2018-06-18,2018-07-02,crisis,xxxtentacion,General / Breaking News
2018-06-18,2018-06-18,crisis,fortnite,General / Breaking News
2018-06-18,2018-06-18,crisis,weather radar,Natural Disasters & Climate
2018-06-18,2018-06-18,crisis,tsunami,Natural Disasters & Climate
2018-06-19,2018-06-20,macro,ripple,Crypto & Digital Assets
2018-06-19,2018-06-22,crisis,kawhi leonard,General / Breaking News
2018-06-19,2018-06-19,macro,dow jones,Economy & Finance
2018-06-19,2018-06-19,geopolitics,avengers infinity war,"War, Geopolitics & Terrorism"
2018-06-19,2018-06-19,crisis,kingdom hearts 3,General / Breaking News
2018-06-19,2018-06-19,crisis,black panther,General / Breaking News
2018-06-20,2018-06-20,crisis,local news,General / Breaking News
2018-06-21,2018-06-21,crisis,kingdom hearts 3,General / Breaking News
2018-06-22,2018-06-22,crisis,markelle fultz,General / Breaking News
2018-06-25,2018-06-25,crisis,nicki minaj,General / Breaking News
2018-06-26,2018-06-26,crisis,kingdom hearts 3,General / Breaking News
2018-06-26,2018-06-26,crisis,hawaii,Technology & AI
2018-06-27,2018-07-03,crisis,kawhi leonard,General / Breaking News
2018-06-28,2018-06-28,crisis,weather radar,Natural Disasters & Climate
2018-06-28,2018-06-28,crisis,anthony bourdain,Technology & AI
2018-06-29,2018-06-29,crisis,local news,General / Breaking News
2018-06-29,2018-06-29,crisis,shooting,General / Breaking News
2018-07-02,2018-07-03,crisis,nafta,General / Breaking News
2018-07-05,2018-07-05,crisis,xxxtentacion,General / Breaking News
2018-07-06,2018-07-10,crisis,kawhi leonard,General / Breaking News
2018-07-06,2018-07-06,crisis,kate spade,General / Breaking News
2018-07-06,2018-07-06,crisis,anthony bourdain,Technology & AI
2018-07-09,2018-07-12,crisis,xxxtentacion,General / Breaking News
2018-07-10,2018-07-12,crisis,kavanaugh,General / Breaking News
2018-07-12,2018-07-18,crisis,anthony bourdain,Technology & AI
2018-07-12,2018-07-12,crisis,michael cohen,General / Breaking News
2018-07-12,2018-07-13,crisis,kawhi leonard,General / Breaking News
2018-07-13,2018-07-13,crisis,mueller investigation,General / Breaking News
2018-07-16,2018-07-17,crisis,le'veon bell,General / Breaking News
2018-07-16,2018-07-16,crisis,tsunami,Natural Disasters & Climate
2018-07-16,2018-07-16,crisis,weather radar,Natural Disasters & Climate
2018-07-17,2018-07-17,crisis,hawaii,Technology & AI
2018-07-17,2018-07-18,crisis,mega millions,General / Breaking News
2018-07-17,2018-07-17,crisis,kingdom hearts 3,General / Breaking News
2018-07-18,2018-07-20,crisis,kawhi leonard,General / Breaking News
2018-07-18,2018-07-20,crisis,kate spade,General / Breaking News
2018-07-19,2018-07-19,crisis,hawaii,Technology & AI
2018-07-19,2018-07-23,crisis,xxxtentacion,General / Breaking News
2018-07-20,2018-07-20,crisis,fortnite,General / Breaking News
2018-07-20,2018-07-20,crisis,mega millions,General / Breaking News
2018-07-23,2018-09-07,crisis,mollie tibbetts,General / Breaking News
2018-07-24,2018-07-27,crisis,demi lovato,General / Breaking News
2018-07-24,2018-07-27,crisis,mega millions,General / Breaking News
2018-07-25,2018-07-25,crisis,dez bryant,General / Breaking News
2018-07-25,2018-07-27,crisis,michael cohen,General / Breaking News
2018-07-25,2018-07-27,crisis,cohen,General / Breaking News
2018-07-26,2018-07-26,crisis,xxxtentacion,General / Breaking News
2018-07-26,2018-07-26,crisis,mueller investigation,General / Breaking News
2018-07-27,2018-07-30,crisis,weather radar,Natural Disasters & Climate
2018-07-27,2018-07-27,crisis,hawaii,Technology & AI
2018-07-30,2018-08-10,crisis,manafort,General / Breaking News
