datetime,omicron_intensity,brian laundrie_intensity,gabby petito_intensity,delta variant_intensity,vaccine mandate_intensity,shiba inu coin_intensity,dogecoin_intensity,marjorie taylor greene_intensity,johnson and johnson vaccine_intensity,capitol_intensity,deshaun watson_intensity,crypto_intensity,cardano_intensity,amc stock_intensity,taliban_intensity,afghanistan_intensity,afghanistan news_intensity,ethereum_intensity,justin fields_intensity,aaron rodgers_intensity,myanmar_intensity,covid vaccine_intensity,britney spears_intensity,ted cruz_intensity,vaccine_intensity,russell wilson_intensity,tiger woods_intensity,washington football team_intensity,gamestop_intensity,kyle rittenhouse_intensity,student loan forgiveness_intensity,bitcoin_intensity,bitcoin price_intensity,immigration news_intensity,phoenix suns_intensity,nba scores_intensity,ukraine_intensity,atlanta braves_intensity,knicks_intensity,elon musk_intensity,yankees_intensity,kim kardashian_intensity,israel_intensity,traductor_intensity,dodgers_intensity,chicago bears_intensity,ethiopia_intensity
2021-08-11,0.0004,0.0,0.0,1.9061,0.1257,0.0,0.009,0.0448,0.0051,0.4871,0.0029,0.1066,0.0033,0.0004,0.2941,0.3743,0.0004,0.0394,0.0029,0.1145,0.0322,0.8224,0.0596,0.0614,1.9433,0.0018,0.0022,0.0069,0.0137,0.0007,0.0025,0.0965,0.0018,0.0033,0.0632,0.0,0.0737,0.0076,0.069,0.0535,0.0687,0.0202,0.3194,0.0,0.0329,0.0076,0.0734
2021-08-12,0.0004,0.0,0.0,1.7148,0.1153,0.0,0.0078,0.0126,0.0022,0.2995,0.007,0.1631,0.0015,0.0019,0.5019,0.5638,0.0033,0.043,0.0041,0.0237,0.0185,0.8181,0.0126,0.0319,1.9591,0.0026,0.0078,0.0141,0.0089,0.0,0.0041,0.1053,0.0019,0.0026,0.0048,0.0,0.0563,0.0096,0.0074,0.0486,0.1531,0.0689,0.3273,0.0,0.0482,0.0115,0.0237
2021-08-13,0.0013,0.0,0.0,1.6116,0.1193,0.0,0.0091,0.0186,0.0039,0.3653,0.0039,0.0916,0.003,0.0,0.7107,0.7808,0.0048,0.0428,0.0043,0.0121,0.0121,0.7436,0.131,0.0151,1.954,0.003,0.0004,0.0177,0.003,0.0004,0.0022,0.0817,0.0004,0.003,0.0052,0.0,0.0584,0.0143,0.0108,0.0437,0.1271,0.0091,0.335,0.0,0.038,0.0108,0.0501
2021-08-14,0.0,0.0,0.0,1.1914,0.0812,0.0,0.0027,0.0119,0.0027,0.2272,0.0082,0.0338,0.0009,0.0,0.9232,0.9707,0.0073,0.0036,0.0027,0.0082,0.0119,0.5665,0.01,0.0119,1.4843,0.0018,0.0027,0.0137,0.0055,0.0,0.0009,0.0392,0.0036,0.0046,0.0018,0.0,0.0283,0.0721,0.0082,0.031,0.042,0.0046,0.2272,0.0,0.0794,0.0128,0.0192
2021-08-15,0.0009,0.0,0.0,1.0219,0.0612,0.0,0.0074,0.0139,0.0019,0.1716,0.0028,0.0334,0.0028,0.0111,1.7053,1.7118,0.0139,0.0176,0.013,0.0158,0.0306,0.3329,0.0315,0.0121,1.327,0.0019,0.0,0.013,0.0009,0.0019,0.0019,0.0399,0.0019,0.0009,0.0019,0.0,0.0232,0.038,0.0093,0.0325,0.0853,0.0009,0.383,0.0,0.1178,0.0213,0.0408
2021-08-16,0.0009,0.0,0.0,1.2704,0.0711,0.0,0.0121,0.0028,0.0028,0.1762,0.0019,0.0897,0.0107,0.0005,2.1185,2.2306,0.0219,0.0628,0.0112,0.0112,0.0298,0.4497,0.0135,0.0126,1.3276,0.0019,0.0014,0.0107,0.0033,0.0,0.0019,0.087,0.0033,0.0005,0.0037,0.0,0.0967,0.0163,0.0042,0.0507,0.066,0.0228,0.3576,0.0,0.053,0.0093,0.0409
2021-08-17,0.0,0.0,0.0,1.601,0.1294,0.0,0.0048,0.0044,0.0061,0.1781,0.0039,0.0882,0.0004,0.0004,2.1463,2.3876,0.0171,0.0202,0.0048,0.007,0.0127,0.7318,0.0812,0.0566,1.6181,0.0013,0.0026,0.0154,0.0101,0.0127,0.0018,0.05,0.0031,0.0031,0.0114,0.0,0.0654,0.0338,0.0105,0.0483,0.0908,0.007,0.4234,0.0,0.0693,0.0061,0.018
2021-08-18,0.0,0.0,0.0,1.513,0.0867,0.0,0.0043,0.0043,0.0039,0.1855,0.0048,0.072,0.0095,0.0013,1.6473,1.8615,0.0104,0.0277,0.0126,0.0052,0.0832,0.5961,0.1153,0.0039,1.7271,0.003,0.0009,0.0061,0.0056,0.0074,0.0004,0.0429,0.0,0.0017,0.0043,0.0,0.1053,0.0316,0.01,0.0407,0.0646,0.0082,0.4469,0.0,0.0533,0.016,0.0329
2021-08-19,0.0009,0.0,0.0,1.5272,0.1612,0.0,0.0203,0.0116,0.0069,0.6154,0.0137,0.1147,0.0033,0.0015,1.6249,1.9631,0.0143,0.0552,0.0116,0.0305,0.0967,0.6151,0.0573,0.0173,1.7305,0.0027,0.0009,0.0102,0.0113,0.0024,0.0176,0.1185,0.0015,0.0027,0.0493,0.0,0.0869,0.0319,0.0033,0.0311,0.1048,0.011,0.3063,0.0,0.0603,0.0099,0.0293
2021-08-20,0.0015,0.0,0.0,2.012,0.2406,0.0,0.0239,0.0156,0.0041,0.4894,0.0024,0.0673,0.0021,0.0,1.7183,2.0536,0.0109,0.0304,0.0047,0.0894,0.0584,0.5789,0.1367,0.0263,1.8963,0.0032,0.0006,0.0109,0.0038,0.003,0.0027,0.0593,0.0038,0.0056,0.0094,0.0,0.1063,0.0139,0.013,0.0953,0.1077,0.0614,0.3002,0.0,0.0446,0.0077,0.0354
2021-08-21,0.0005,0.0,0.0,1.5188,0.3572,0.0005,0.005,0.0534,0.0064,0.4746,0.0005,0.0324,0.0032,0.0,2.1323,2.4132,0.005,0.0183,0.016,0.0238,0.0178,0.692,0.0073,0.0585,1.8601,0.0027,0.0023,0.0192,0.0073,0.0059,0.0009,0.0361,0.0014,0.0041,0.0196,0.0,0.1937,0.027,0.0192,0.0393,0.0813,0.0174,0.1713,0.0,0.0534,0.0096,0.0306
2021-08-22,0.0005,0.0,0.0,1.2241,0.0601,0.0005,0.0084,0.0364,0.002,0.4294,0.0044,0.0428,0.002,0.0,1.877,2.3315,0.0128,0.0187,0.0271,0.0251,0.0113,0.3836,0.1029,0.0133,1.3979,0.0044,0.001,0.0064,0.002,0.0089,0.0005,0.0409,0.001,0.0044,0.0044,0.0,0.3629,0.0286,0.0069,0.0207,0.0876,0.0921,0.2122,0.0,0.0684,0.0271,0.0143
2021-08-23,0.0003,0.0,0.0,1.5404,0.1549,0.0003,0.0191,0.0145,0.0085,0.4424,0.0015,0.1032,0.0188,0.0003,1.3385,1.84,0.0061,0.0575,0.0097,0.0115,0.0148,1.386,0.0215,0.0085,2.277,0.0033,0.0012,0.01,0.0051,0.0067,0.0051,0.1495,0.0121,0.0021,0.0036,0.0,0.1374,0.0275,0.0091,0.039,0.0402,0.0623,0.2342,0.0,0.0675,0.0085,0.0524
2021-08-24,0.0008,0.0,0.0,1.3872,0.1913,0.0,0.0063,0.0085,0.0039,0.6428,0.0025,0.0802,0.003,0.0014,1.6562,2.1477,0.0061,0.0438,0.0113,0.0088,0.0673,1.1461,0.0058,0.0116,2.3045,0.0022,0.0006,0.0052,0.013,0.0033,0.0099,0.097,0.0025,0.0069,0.0083,0.0,0.2117,0.0265,0.0088,0.0513,0.0469,0.0143,0.245,0.0,0.0179,0.0174,0.0899
2021-08-25,0.0003,0.0,0.0,1.5859,0.2064,0.0,0.0083,0.0067,0.0064,0.4547,0.0027,0.0724,0.0027,0.0021,1.2331,1.8267,0.0102,0.0295,0.0075,0.0062,0.0174,1.0556,0.0123,0.0099,2.2575,0.004,0.0032,0.0107,0.0201,0.0137,0.0051,0.0552,0.0013,0.0043,0.0158,0.0,0.1255,0.0338,0.0126,0.0287,0.052,0.0595,0.3821,0.0,0.0579,0.0115,0.0231
2021-08-26,0.0,0.0,0.0,1.3114,0.2813,0.0,0.0047,0.0058,0.0052,0.4826,0.0016,0.0579,0.0041,0.0003,1.8414,2.3996,0.009,0.0271,0.0047,0.0049,0.0099,0.7471,0.0145,0.0041,1.8992,0.006,0.0014,0.0499,0.0058,0.0093,0.0011,0.0417,0.0025,0.0041,0.014,0.0,0.0562,0.0334,0.0027,0.0236,0.0483,0.0217,0.4198,0.0003,0.051,0.0118,0.0271
2021-08-27,0.0,0.0,0.0,1.6287,0.1404,0.0,0.0056,0.02,0.0032,0.6161,0.0021,0.062,0.0012,0.0003,1.7841,2.6454,0.0085,0.032,0.0059,0.0106,0.015,0.602,0.0203,0.0056,1.6037,0.0082,0.0018,0.0038,0.007,0.0003,0.0038,0.0758,0.0009,0.0041,0.0211,0.0,0.0514,0.022,0.0038,0.0329,0.0529,0.1407,0.3095,0.0,0.0534,0.0129,0.0203
2021-08-28,0.0,0.0,0.0,1.2012,0.1485,0.0,0.004,0.0711,0.0027,0.3584,0.004,0.0277,0.0049,0.0013,1.985,2.951,0.0049,0.0157,0.004,0.013,0.0242,0.5574,0.0063,0.0711,1.535,0.0027,0.0013,0.004,0.0018,0.0009,0.004,0.03,0.0022,0.0036,0.004,0.0,0.0564,0.0286,0.0036,0.0206,0.0662,0.0398,0.4156,0.0,0.1324,0.0188,0.0121
2021-08-29,0.0005,0.0,0.0,1.2707,0.0547,0.0,0.0029,0.0059,0.0015,0.2391,0.0068,0.0166,0.0049,0.0,1.7982,2.5014,0.0054,0.0098,0.019,0.0127,0.0795,0.2977,0.002,0.0166,1.0448,0.0024,0.002,0.0264,0.0,0.0737,0.0024,0.0288,0.0039,0.0029,0.0102,0.0,0.0444,0.0327,0.0088,0.0673,0.0537,0.1005,0.3055,0.0,0.0766,0.0224,0.0805
2021-08-30,0.0009,0.0,0.0,1.3528,0.0835,0.0,0.006,0.063,0.0003,0.2672,0.0087,0.0736,0.0048,0.0006,1.1447,1.7605,0.0066,0.0422,0.009,0.0054,0.0522,0.4198,0.009,0.0356,1.2189,0.0033,0.0036,0.0389,0.0084,0.0142,0.0078,0.0519,0.0021,0.0015,0.003,0.0,0.1336,0.035,0.003,0.0528,0.0434,0.1393,0.4559,0.0,0.0582,0.0142,0.0178
2021-08-31,0.0,0.0,0.0,1.2167,0.1143,0.0,0.0057,0.0223,0.0014,0.3542,0.0079,0.067,0.0041,0.0005,1.4585,2.1009,0.0122,0.0271,0.0065,0.0594,0.0369,0.5713,0.0098,0.0163,1.4718,0.0464,0.0027,0.0326,0.0098,0.0176,0.0046,0.0508,0.0019,0.0035,0.003,0.0,0.1034,0.0174,0.0098,0.0217,0.0518,0.022,0.2619,0.0,0.0527,0.0068,0.0155
2021-09-01,0.0003,0.0,0.0,1.1799,0.1028,0.0,0.006,0.0176,0.0053,0.4615,0.006,0.0565,0.0039,0.0016,1.0908,1.5902,0.0084,0.0279,0.0055,0.0063,0.0216,0.6489,0.1714,0.0265,1.6078,0.0058,0.0013,0.0557,0.006,0.0081,0.0018,0.0518,0.0055,0.0018,0.0021,0.0,0.1309,0.0318,0.0058,0.0313,0.0857,0.0158,0.3112,0.0,0.0599,0.0124,0.0258
2021-09-02,0.0005,0.0,0.0,1.0606,0.0812,0.0,0.0048,0.0198,0.0008,0.4168,0.008,0.0577,0.0045,0.0,0.8082,1.1364,0.0059,0.027,0.0072,0.0085,0.0117,0.5888,0.0927,0.0115,1.428,0.0043,0.0013,0.0465,0.0088,0.02,0.0019,0.0561,0.0029,0.0051,0.0013,0.0,0.1428,0.0299,0.015,0.0352,0.0553,0.0224,0.1848,0.0,0.051,0.0139,0.02
2021-09-03,0.0006,0.0,0.0,1.3191,0.1108,0.0,0.0065,0.0102,0.0023,0.3944,0.0043,0.0759,0.0145,0.0006,0.7397,1.2177,0.0054,0.0375,0.0085,0.0151,0.0108,0.5482,0.0196,0.0117,1.5533,0.0045,0.0011,0.0892,0.0301,0.0043,0.0045,0.0591,0.0026,0.0043,0.0031,0.0,0.0688,0.0216,0.0074,0.0313,0.0571,0.0358,0.2828,0.0,0.0452,0.0028,0.05
2021-09-04,0.0009,0.0,0.0,1.0395,0.0616,0.0009,0.0032,0.0068,0.0018,0.3298,0.0032,0.0296,0.0032,0.0,0.993,1.4254,0.0027,0.0178,0.0032,0.0055,0.0105,0.53,0.0082,0.0237,1.3597,0.0036,0.0283,0.0415,0.0132,0.0005,0.0018,0.0265,0.0005,0.0041,0.0109,0.0,0.0351,0.0306,0.0132,0.0155,0.0725,0.0073,0.2956,0.0,0.057,0.0064,0.0192
2021-09-05,0.0,0.0,0.0,1.0188,0.0748,0.0,0.0034,0.0073,0.0005,0.3305,0.002,0.0215,0.0024,0.0005,1.0951,1.4901,0.0083,0.0191,0.0029,0.0054,0.0059,0.3388,0.0054,0.0108,1.1,0.002,0.002,0.1164,0.0108,0.0,0.0015,0.0274,0.001,0.0044,0.001,0.0,0.0376,0.0518,0.0054,0.024,0.0807,0.0039,0.2415,0.0,0.0719,0.0244,0.0137
2021-09-06,0.0,0.0,0.0,0.673,0.0863,0.001,0.0039,0.0032,0.0341,0.107,0.0088,0.047,0.0029,0.0,0.6792,1.01,0.0139,0.023,0.0071,0.0052,0.0632,0.2809,0.0049,0.0058,0.794,0.0032,0.0006,0.0126,0.0075,0.0003,0.0019,0.0561,0.0029,0.0039,0.001,0.0,0.1229,0.0396,0.0019,0.0204,0.0714,0.0062,0.3243,0.0,0.0555,0.0068,0.0671
2021-09-07,0.0003,0.0,0.0,0.861,0.095,0.0,0.0059,0.0084,0.0039,0.3816,0.0056,0.0922,0.0059,0.0008,0.8741,1.158,0.0112,0.0447,0.007,0.0087,0.067,0.4015,0.0159,0.0302,1.1289,0.0075,0.002,0.0168,0.0165,0.0006,0.0014,0.2095,0.0073,0.0039,0.0078,0.0,0.0617,0.0193,0.0095,0.0344,0.0508,0.0179,0.2766,0.0,0.0511,0.0109,0.0265
2021-09-08,0.0,0.0,0.0,0.9748,0.0701,0.0,0.0088,0.0169,0.0027,0.6047,0.0158,0.1097,0.0035,0.0008,0.7596,1.1375,0.0045,0.0479,0.0048,0.0102,0.0211,0.5127,0.2063,0.0484,1.3617,0.0054,0.0027,0.0712,0.0273,0.0131,0.0048,0.1413,0.0062,0.0021,0.0064,0.0,0.0361,0.0115,0.0102,0.0257,0.053,0.0749,0.3021,0.0,0.0409,0.0102,0.0281
2021-09-09,0.0005,0.0,0.0,1.3766,0.1649,0.0003,0.0064,0.0533,0.0048,0.6686,0.0107,0.0669,0.0043,0.0011,0.7407,1.2583,0.0142,0.0193,0.0112,0.0201,0.0209,0.8343,0.0511,0.0418,1.8563,0.011,0.0005,0.0211,0.0511,0.0067,0.0037,0.0814,0.0016,0.0029,0.0067,0.0,0.0592,0.0169,0.0037,0.0206,0.0618,0.0217,0.2061,0.0,0.0431,0.0193,0.0262
2021-09-10,0.0003,0.0,0.0,1.4375,0.6164,0.0,0.0028,0.0131,0.0011,0.5426,0.0048,0.0545,0.0048,0.0003,0.7459,1.2348,0.0036,0.0255,0.0036,0.0137,0.0179,0.8312,0.0193,0.0252,2.4229,0.0089,0.0008,0.0207,0.0067,0.0006,0.0003,0.0702,0.0014,0.0031,0.0028,0.0,0.1127,0.0224,0.0098,0.0246,0.0657,0.1147,0.1882,0.0,0.0856,0.0131,0.0389
2021-09-11,0.0,0.0,0.0,0.9282,0.4578,0.0,0.0017,0.0122,0.0026,0.88,0.0061,0.0478,0.0074,0.0013,1.1591,2.4004,0.0052,0.007,0.007,0.01,0.0652,0.6465,0.063,0.007,1.8686,0.0213,0.0009,0.0122,0.0022,0.0004,0.0004,0.0443,0.0013,0.0035,0.0035,0.0,0.0722,0.0765,0.0087,0.0078,0.1361,0.0509,0.3169,0.0,0.0791,0.0091,0.0196
2021-09-12,0.0005,0.0005,0.0005,0.8027,0.2325,0.0,0.0044,0.0039,0.0,0.5125,0.0184,0.0238,0.0034,0.0,0.7411,1.2962,0.0024,0.0083,0.017,0.0233,0.0679,0.4974,0.0146,0.0238,1.3346,0.017,0.0019,0.0286,0.0015,0.0,0.0005,0.0626,0.0005,0.0034,0.0029,0.0,0.0325,0.098,0.0039,0.0204,0.1475,0.0184,0.2533,0.0,0.066,0.0184,0.0238
2021-09-13,0.0014,0.0048,0.004,0.9129,0.3823,0.0,0.0065,0.0034,0.0133,0.4657,0.0153,0.0701,0.0128,0.0011,0.4745,0.8437,0.0003,0.0289,0.0732,0.09,0.0318,0.6082,0.309,0.0531,1.6644,0.0247,0.0014,0.0244,0.0043,0.0003,0.0011,0.0667,0.0014,0.0043,0.0054,0.0,0.0457,0.0102,0.0065,0.0474,0.063,0.0363,0.2838,0.0,0.0545,0.0783,0.0397
2021-09-14,0.0,0.0224,0.0263,0.9376,0.34,0.0,0.0049,0.0057,0.0023,0.5184,0.006,0.0818,0.0052,0.0005,0.4702,0.9277,0.0016,0.0401,0.0346,0.0164,0.0359,0.6939,0.1148,0.0271,1.9301,0.0229,0.0018,0.019,0.0055,0.0008,0.0042,0.0862,0.0021,0.0044,0.0034,0.0,0.0461,0.0102,0.0086,0.043,0.0909,0.0823,0.3692,0.0,0.0903,0.0476,0.0284
2021-09-15,0.0005,0.0816,0.0658,1.1927,0.4156,0.0,0.0112,0.0073,0.0068,0.6267,0.0023,0.0736,0.0042,0.0003,0.4255,0.7847,0.0029,0.0216,0.0034,0.0133,0.019,0.8026,0.2139,0.0694,2.2418,0.0109,0.001,0.0179,0.0075,0.0005,0.001,0.0749,0.0023,0.0031,0.0068,0.0,0.0489,0.0263,0.0211,0.0767,0.0481,0.0182,0.3956,0.0003,0.039,0.0346,0.0195
2021-09-16,0.0003,0.1601,0.1477,0.8874,0.3051,0.0,0.0061,0.0167,0.0011,0.4745,0.0016,0.0791,0.0019,0.0013,0.3136,0.7079,0.0005,0.0326,0.0455,0.0172,0.018,0.7844,0.1053,0.0307,1.9825,0.0124,0.0016,0.0169,0.022,0.0003,0.0021,0.0611,0.0037,0.0045,0.0048,0.0,0.0646,0.0212,0.0048,0.1569,0.0566,0.0659,0.2668,0.0,0.0434,0.0566,0.0228
2021-09-17,0.0003,0.1687,0.1692,1.0749,0.2282,0.0,0.0072,0.0417,0.0114,0.6215,0.0025,0.0771,0.0017,0.0,0.3668,0.8442,0.0019,0.0298,0.0095,0.0161,0.0398,0.8369,0.0092,0.0977,2.0073,0.0081,0.0022,0.0501,0.0106,0.0512,0.0039,0.0754,0.0014,0.0075,0.0028,0.0,0.0724,0.0173,0.0075,0.1024,0.0515,0.0203,0.3629,0.0003,0.0384,0.0122,0.0632
2021-09-18,0.0,0.473,0.4599,0.8406,0.152,0.0,0.0025,0.0157,0.0064,0.6665,0.0055,0.0313,0.0013,0.0013,0.6991,0.9807,0.0017,0.0085,0.0064,0.008,0.0258,0.7233,0.0707,0.0694,1.7133,0.0102,0.0055,0.0779,0.0042,0.0191,0.0051,0.0271,0.0008,0.0106,0.0042,0.0,0.0296,0.0453,0.0034,0.0724,0.1334,0.0237,0.2295,0.0,0.0868,0.0059,0.0407
2021-09-19,0.0,0.4939,0.4886,0.4186,0.2018,0.0,0.0043,0.0039,0.0029,0.2747,0.0043,0.0217,0.0077,0.001,0.6585,0.9617,0.001,0.0072,0.0352,0.0082,0.0483,0.3891,0.0116,0.0372,1.3928,0.0198,0.0034,0.0135,0.0029,0.001,0.0024,0.0227,0.0005,0.0058,0.0058,0.0,0.0589,0.0512,0.0048,0.2481,0.0859,0.0174,0.2173,0.0,0.0801,0.0362,0.0502
2021-09-20,0.0003,0.5966,0.6192,0.7632,0.1184,0.0,0.0054,0.0039,0.0059,0.3037,0.0086,0.0562,0.0062,0.0012,0.3739,0.7168,0.0006,0.0232,0.0482,0.0131,0.0654,0.7082,0.0098,0.0291,1.88,0.0184,0.0051,0.0098,0.0095,0.0015,0.0051,0.0758,0.0074,0.0068,0.0045,0.0,0.055,0.0244,0.0054,0.0675,0.058,0.0208,0.3052,0.0,0.0416,0.0262,0.0562
2021-09-21,0.0,0.3749,0.4037,0.7516,0.1537,0.0,0.0114,0.0047,0.0036,0.3578,0.0169,0.1055,0.0091,0.0006,0.3985,1.0265,0.0008,0.0435,0.0078,0.0307,0.0318,0.8856,0.0291,0.0152,2.0345,0.0058,0.0055,0.0125,0.0097,0.0003,0.0044,0.1199,0.0111,0.0105,0.0366,0.0,0.0379,0.0318,0.0058,0.0662,0.064,0.0266,0.3816,0.0,0.0313,0.0213,0.1277
2021-09-22,0.0005,0.3698,0.4424,0.7122,0.1812,0.0,0.0079,0.0063,0.0157,0.5339,0.0063,0.0787,0.0073,0.001,0.4075,0.8394,0.0008,0.0304,0.0178,0.0126,0.053,0.8617,0.1416,0.0273,1.8813,0.0068,0.0055,0.0076,0.006,0.0021,0.0024,0.0687,0.0021,0.0089,0.0034,0.0,0.0566,0.0144,0.0039,0.0291,0.0511,0.0624,0.4893,0.0,0.0535,0.0165,0.1159
2021-09-23,0.0003,0.2467,0.3241,0.7978,0.1582,0.0,0.0052,0.0047,0.0047,0.3614,0.0068,0.1026,0.0045,0.0005,0.2645,0.5792,0.0003,0.0302,0.0144,0.0163,0.0467,0.8867,0.1614,0.036,1.8076,0.0102,0.0108,0.0118,0.006,0.0005,0.005,0.0559,0.0013,0.0087,0.0024,0.0,0.0777,0.0249,0.0026,0.0276,0.058,0.1058,0.4178,0.0,0.0373,0.0197,0.0601
2021-09-24,0.0008,0.2224,0.3206,0.5902,0.2598,0.0,0.0067,0.0145,0.0031,0.5405,0.0059,0.1459,0.0059,0.0006,0.2618,0.5207,0.0017,0.0887,0.0087,0.012,0.0488,0.8042,0.1526,0.0159,1.9051,0.0059,0.002,0.0142,0.0064,0.0006,0.0047,0.1518,0.0028,0.0112,0.0064,0.0,0.0901,0.0218,0.0073,0.0678,0.0622,0.0441,0.4473,0.0,0.0405,0.0287,0.0352
2021-09-25,0.0004,0.2347,0.2747,0.4332,0.252,0.0,0.0054,0.0156,0.0119,0.5477,0.0016,0.0478,0.0012,0.0004,0.4781,0.7973,0.0012,0.0136,0.0058,0.0136,0.0474,0.7335,0.0498,0.0194,1.7075,0.0066,0.0066,0.0066,0.0029,0.0016,0.0012,0.0807,0.0016,0.0074,0.0086,0.0,0.0346,0.0412,0.0103,0.0622,0.0803,0.0329,0.2743,0.0,0.049,0.0185,0.1161
2021-09-26,0.0,0.3174,0.3416,0.3992,0.1622,0.0,0.0043,0.0102,0.0012,0.5336,0.0051,0.0329,0.0016,0.0,0.2911,0.5093,0.0004,0.0141,0.0172,0.0137,0.0854,0.4286,0.0317,0.0118,1.0947,0.0094,0.0024,0.0172,0.0078,0.002,0.002,0.036,0.0004,0.0078,0.0039,0.0,0.0615,0.0396,0.0063,0.0337,0.0776,0.0149,0.2268,0.0,0.0486,0.0215,0.0909
2021-09-27,0.0005,0.1669,0.1848,0.5357,0.2114,0.0003,0.0039,0.0078,0.0023,0.492,0.0021,0.081,0.0034,0.0003,0.2309,0.4915,0.0018,0.0351,0.0234,0.0349,0.0474,0.6742,0.0966,0.0297,1.4778,0.019,0.0047,0.0159,0.006,0.0003,0.0049,0.0765,0.0026,0.0039,0.0102,0.0,0.0534,0.0354,0.0224,0.0411,0.0544,0.0268,0.2306,0.0,0.0484,0.0164,0.0362
2021-09-28,0.0005,0.193,0.2113,0.5123,0.3477,0.0002,0.0064,0.0054,0.002,0.5644,0.0015,0.1117,0.0062,0.0005,0.382,0.6519,0.0017,0.0274,0.0126,0.0168,0.021,0.7863,0.1127,0.0311,1.7031,0.0072,0.002,0.0156,0.0124,0.0,0.0052,0.0934,0.02,0.0037,0.0079,0.0,0.0573,0.0074,0.0257,0.0386,0.0287,0.018,0.2713,0.0,0.0361,0.0183,0.0507
2021-09-29,0.002,0.1596,0.2477,0.657,0.363,0.0,0.0057,0.0067,0.0035,0.6545,0.0025,0.0822,0.0015,0.0007,0.2729,0.5996,0.0005,0.0245,0.0092,0.0116,0.0307,0.8547,0.2477,0.0302,1.8686,0.0054,0.0017,0.0141,0.0114,0.0007,0.0062,0.051,0.001,0.0037,0.004,0.0,0.0589,0.0136,0.0351,0.0579,0.0502,0.0765,0.2514,0.0,0.0475,0.0787,0.07
2021-09-30,0.0002,0.1568,0.166,0.639,0.2322,0.0,0.0047,0.0042,0.001,0.6793,0.0025,0.058,0.004,0.0005,0.3421,0.5554,0.001,0.0311,0.0095,0.0142,0.0508,0.5449,0.4576,0.0493,1.4131,0.0095,0.001,0.0072,0.0085,0.0,0.001,0.0545,0.0007,0.004,0.002,0.0,0.0747,0.009,0.0152,0.0378,0.0659,0.0114,0.2426,0.0,0.059,0.0264,0.0483
2021-10-01,0.0005,0.1829,0.1908,0.7138,0.3143,0.0,0.0046,0.0052,0.003,0.5814,0.0011,0.0619,0.0084,0.0008,0.2988,0.513,0.0011,0.0244,0.0103,0.0217,0.0562,0.6072,0.117,0.0296,1.531,0.0057,0.0014,0.0084,0.0068,0.0008,0.0024,0.0551,0.0024,0.0054,0.0054,0.0,0.0801,0.0282,0.009,0.0491,0.0779,0.0133,0.304,0.0,0.0806,0.016,0.0966
2021-10-02,0.0,0.1048,0.1056,0.7232,0.5309,0.0004,0.0025,0.0017,0.0008,0.9878,0.0017,0.0332,0.0021,0.0,0.2083,0.4489,0.0,0.0143,0.008,0.0114,0.0332,0.7606,0.0383,0.0261,1.934,0.0046,0.0017,0.0126,0.0025,0.0,0.0025,0.0307,0.0008,0.0042,0.0093,0.0,0.0602,0.0261,0.0088,0.0673,0.1052,0.0282,0.1775,0.0,0.1683,0.0126,0.0656
2021-10-03,0.0,0.062,0.0615,0.5191,0.1643,0.0,0.0023,0.0028,0.0023,0.4571,0.0028,0.038,0.0009,0.0005,0.3144,0.4557,0.0005,0.0099,0.0249,0.0127,0.016,0.3628,0.0915,0.0141,1.1691,0.0056,0.0019,0.015,0.0014,0.0009,0.0019,0.0277,0.0009,0.0052,0.0042,0.0,0.0535,0.0385,0.0089,0.0634,0.115,0.016,0.214,0.0,0.1023,0.031,0.0371
2021-10-04,0.0009,0.1207,0.0756,0.4111,0.2239,0.0,0.0045,0.0023,0.0014,0.6335,0.0017,0.083,0.0045,0.0009,0.2625,0.3801,0.0006,0.0247,0.0324,0.0364,0.075,0.4969,0.0401,0.0253,1.1759,0.0335,0.002,0.0381,0.0048,0.0003,0.0031,0.0565,0.0017,0.0014,0.0048,0.0,0.0869,0.0159,0.027,0.1384,0.1278,0.0077,0.1756,0.0,0.0628,0.0264,0.0645
2021-10-05,0.0003,0.1934,0.1945,0.5338,0.1506,0.0003,0.0105,0.0034,0.0031,0.7859,0.0024,0.0966,0.0052,0.0008,0.1617,0.4128,0.001,0.0276,0.0076,0.0415,0.0381,0.6054,0.2792,0.0171,1.4113,0.0079,0.0168,0.022,0.0097,0.0339,0.0071,0.0714,0.0016,0.0039,0.0071,0.0,0.0669,0.0129,0.0063,0.1569,0.0766,0.0097,0.2139,0.0,0.0383,0.0241,0.0821
2021-10-06,0.0008,0.1469,0.153,0.3853,0.2006,0.0003,0.0065,0.0042,0.005,0.5558,0.0013,0.0796,0.005,0.0005,0.1577,0.3677,0.0003,0.0196,0.0131,0.0186,0.05,0.6909,0.1152,0.0322,1.5084,0.0105,0.0084,0.0343,0.005,0.0155,0.1124,0.0796,0.006,0.0063,0.006,0.0,0.1069,0.0189,0.011,0.0513,0.1108,0.0398,0.3088,0.0,0.0833,0.0299,0.082
2021-10-07,0.0,0.1766,0.2137,0.6054,0.2187,0.0005,0.0107,0.0024,0.006,0.4071,0.0018,0.0747,0.0047,0.0,0.2239,0.3922,0.0031,0.0217,0.0162,0.0447,0.0178,0.7805,0.0969,0.0366,1.7037,0.0097,0.0018,0.0144,0.006,0.0013,0.0311,0.0708,0.0052,0.0021,0.0094,0.0,0.1158,0.0214,0.0175,0.0677,0.1197,0.082,0.2987,0.0,0.1672,0.0225,0.0494
